pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GARBAGETIME,pff_FIRST_DOWN_GAINED,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_NEXTPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_3MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSSNET,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_CONTESTED,pff_RUNPASSOPTION,pff_PLAYCLOCK
5057352,24167,2023-09-02,2023,01,400279,67,1,1,14:52,0,,0,0,0,1,1,-2,0,,,,0,0,0,0,0,,0,5057043,5057421,,0.00,0,,2,0,,,0,0,,1,0,0,NCCR 13,6; SCST D08 (06); SCST D11 (24); SCST D43 (32); SCST D92 (27); SCST D98 (19); SCST D99 (11),,,,,LCB (7); SSL (10); FSR (12); SCBR (5); RCB (9),LLB (06); SSL (11); LEO (11); DLT (19); RILB (24); DRT (27); REO (32),4-3-4,SCST D00 (FSR); SCST D01 (SSL); SCST D08 (LLB); SCST D11 (RILB); SCST D16 (RCB); SCST D25 (LCB); SCST D43 (REO); SCST D44 (SCBR); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D08 (+1.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D44 (0.0); SCST D92 (0.0); SCST D98 (0.0); SCST D99 (0.0),DRIVE START,1G,SCST,10,,LEO (11); DLT (19); DRT (27); REO (32),,PUNT,-40,3,KICKOFF - RETURN,-34,,,-34,SCST D08,,,,-2,,,R,L,,,,,,NCCR 76 (LG); SCST D08 (LLB),,,,,,,,,,LLB (4); RILB (4),,C,O,NCCR 76,LWR^; SLWR; HB-L; TE-R; RWR^,2x2,,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 81,NCCR 04 (QB); NCCR 10 (SLWR); NCCR 12 (LWR); NCCR 13 (HB-L); NCCR 19 (RWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-R),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (-1.0); NCCR 79 (0.0); NCCR 81 (0.0),DRIVE START,3R,NCCR,NCCR 12; NCCR 19,,,,3,,,,,,,,,,,,,,,,,,,,,,-32,RT,,RT,SCST D08,,,0,,,NCCR 04,0,,,0,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),,,,POWER,,R,,0,NCCR 81* (R:L{R}),S,,SCST D08,,SCST D08,,R,,,,LWR^(-14.5); SLWR(-6.5); RWR^(+12.5),,1,2
5057421,24167,2023-09-02,2023,01,400279,93,1,2,14:25,0,1,0,0,0,1,2,-3,0,,,,0,0,0,0,0,,0,5057352,5057516,,0.00,0,,3,0,,1.3,0,0,2,2,0,0,NCCR 13,6; SCST D08 (15); SCST D11 (27); SCST D43 (33); SCST D92 (27); SCST D98 (20); SCST D99 (12),,R,,,LCB (5); FSL (11); FSR (11); SCBoR (4); RCB (9),LEO (12); LLB (15); DLT (20); DRT (27); RILB (27); REO (33),4-3-4,SCST D00 (FSR); SCST D01 (FSL); SCST D08 (LLB); SCST D11 (RILB); SCST D16 (RCB); SCST D25 (LCB); SCST D43 (REO); SCST D44 (SCBoR); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D08 (0.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D44 (0.0); SCST D92 (+0.5); SCST D98 (0.0); SCST D99 (0.0),,1G,SCST,12,,LEO (12); DLT (20); DRT (27); REO (33),,PUNT,-40,3,KICKOFF - RETURN,-34,6,SD,-32,SCST D44,,,,-3,,,R,L,,,,,,NCCR 10 (SLoWR); SCST D44 (SCBoR); SCST D92 (DRT),,,,,,,,,,LLB (4); RILB (4),SCST D44,O,O,NCCR 10,LWR^; SLoWR; SLiWR; SRWR^; RWR,3x2,HB>SLiWR; TE>SRWR,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 81,NCCR 04 (QB); NCCR 10 (SLoWR); NCCR 12 (LWR); NCCR 13 (SLiWR); NCCR 19 (RWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (SRWR),NCCR 04 (0.0); NCCR 10 (-0.5); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),,3R,NCCR,NCCR 12; NCCR 81,,5; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),,4,SCST D11,,7; SCST D00; SCST D01; SCST D08; SCST D11; SCST D16; SCST D25; SCST D44,-5,M,NCCR 04 (QB),LWR z; SLoWR z; SLiWR 0u(-6); SRWR 3(4); RWR 9,-; -; 0; 3; 9,NCCR 12 z; NCCR 10 z; NCCR 13 0u(-6); NCCR 81 3(4); NCCR 19 9,SLiWR,NCCR 13,COMPLETE,0u(-6),H3,4; SCST D43 (REO); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),,16,3L,,,,-29,,,,SCST D92,,,0,,,NCCR 04,0,,,0,,EMPTY,,,,,,,,,P,,0,NCCR 13* (B:L),S,,SCST D92,,SCST D92,,,,,,LWR^(-17.5); SLoWR(-8.5); SLiWR(+1.5); SRWR^(+15.5); RWR(+20.5),,0,19
5057516,24167,2023-09-02,2023,01,400279,121,1,3,13:37,0,1,0,0,0,1,3,11,0,,,,0,0,0,0,0,,0,5057421,5057600,,0.00,0,,4,0,,2.3,0,0,2,0,0,0,NCCR 10,6; SCST D08 (32); SCST D11 (18); SCST D43 (32); SCST D92 (25); SCST D98 (17); SCST D99 (10),,R,,,LCB (10); SCBL (6); FSL (13); SSR (7); RCB (8),LEO (10); DLT (17); LILB (18); DRT (25); REO (32); RLB (32); SSR (37),4-2-5,SCST D00 (SCBL); SCST D01 (SSR); SCST D04 (FSL); SCST D08 (RLB); SCST D11 (LILB); SCST D16 (LCB); SCST D25 (RCB); SCST D43 (REO); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (-0.5); SCST D01 (0.0); SCST D04 (0.0); SCST D08 (0.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D92 (0.0); SCST D98 (0.0); SCST D99 (0.0),SCST D04,2A,SCST,15,,LEO (10); DLT (17); DRT (25); REO (32),,PUNT,-40,3,KICKOFF - RETURN,-34,8,SD,-29,,,,,11,,,L,R,,,,,,NCCR 10 (SRWR); SCST D00 (SCBL),,,,,,,,,,LILB (4); RLB (4),,C,O,SCST D00,LWR^; TE-L; HB-L; SRWR; RWR^,2x2,,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 81,NCCR 04 (QB); NCCR 10 (SRWR); NCCR 12 (RWR); NCCR 13 (HB-L); NCCR 19 (LWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-L),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),,2A,NCCR,NCCR 12; NCCR 19,,5; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),,3,SCST D00,,7; SCST D00; SCST D01; SCST D04; SCST D08; SCST D11; SCST D16; SCST D25,9,M,NCCR 04 (QB),LWR 4i(11); TE-L 6o(10); HB-L h3(-6); SRWR 2(4); RWR 3i(16),4; 6; H3; 2; 3,NCCR 19 4i(11); NCCR 81 6o(10); NCCR 13 h3(-6); NCCR 10 2(4); NCCR 12 3i(16),SRWR,NCCR 10,COMPLETE,2(4),2R,4; SCST D43 (REO); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),,31,4,,,,-40,,,,,,,0,,,NCCR 04,0,,,0,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,,,P,,0,NCCR 81* (L:R{L}),S,,,,,,L,,,,LWR^(-14.5); SRWR(+6.5); RWR^(+10.5),,0,2
5057600,24167,2023-09-02,2023,01,400279,149,1,4,12:54,0,,0,0,0,,,44,0,,1.19,44,0,0,0,0,0,,0,5057516,5057678,,0.00,0,0.84,5,0,,,0,0,,,0,0,,8; SCST D00; SCST D01; SCST D03; SCST D08; SCST D16; SCST D21; SCST D27; SCST D56,,,,,,8-0,,SCST 19 (VL); SCST 86 (PR); SCST D00 (PDL2); SCST D01 (PDR2); SCST D03 (PDR3); SCST D08 (PDL4); SCST D16 (PDR1); SCST D21 (PDL1); SCST D27 (PDL3); SCST D28 (VR); SCST D56 (PDR4),SCST 19 (0.0); SCST 86 (0.0); SCST D00 (0.0); SCST D01 (0.0); SCST D03 (0.0); SCST D08 (0.0); SCST D16 (0.0); SCST D21 (0.0); SCST D27 (0.0); SCST D28 (0.0); SCST D56 (0.0),,,SCST,4,,,,,,,,,,,-40,,,,,44,NCCR D29 (GLa); NCCR D12 (GRx),4.06,R,L,,,,,,NCCR S44 (P),BF,36,L,L,NCCR S44,DOWNED,N,6,2L,,,,,,,,,,,,NCCR 56 (PPLi); NCCR 86 (PLG); NCCR D09 (PRT); NCCR D12 (GR); NCCR D28 (PRG); NCCR D29 (GL); NCCR D43 (PLT); NCCR D53 (PPR); NCCR D96 (PPLo); NCCR S44 (P); NCCR S54 (PLS),NCCR 56 (0.0); NCCR 86 (0.0); NCCR D09 (0.0); NCCR D12 (0.0); NCCR D28 (0.0); NCCR D29 (0.0); NCCR D43 (0.0); NCCR D53 (0.0); NCCR D96 (0.0); NCCR S44 (0.0); NCCR S54 (0.0),,,NCCR,NCCR 86; NCCR D09; NCCR D12; NCCR D28; NCCR D29; NCCR D43; NCCR S54,2.03,,,,,,,,,,,,,,,,,,,,,,,,,+16,,,,,,,0,,,,0,,,0,,R,,,,,,SCST 86,,,,,0,,,PUNT,,,,,,,,SCST D28 (VR); SCST 19 (VL),,,0,5
5058482,24167,2023-09-02,2023,01,400279,454,1,1,06:37,0,,0,0,0,2,1,-2,0,,,,0,0,0,0,0,,0,5058395,5058545,,0.00,0,,17,0,,,1,1,,2,0,0,NCCR 10,7; SCST D08 (32); SCST D11 (20); SCST D43 (32); SCST D44 (00); SCST D92 (25); SCST D98 (17); SCST D99 (12),NCCR 10; NCCR 12,,,,LCB (9); FS (12); FSR (11); RCB (5),LLB (00); LEO (12); DLT (17); LILB (20); DRT (25); REO (32); RLB (32),4-3-4,SCST D00 (FS); SCST D01 (FSR); SCST D08 (RLB); SCST D11 (LILB); SCST D16 (LCB); SCST D25 (RCB); SCST D43 (REO); SCST D44 (LLB); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D08 (0.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D44 (+1.0); SCST D92 (0.0); SCST D98 (0.0); SCST D99 (0.0),DRIVE START,1G,SCST,10,,LEO (12); DLT (17); DRT (25); REO (32),,PUNT,-29,3,PUNT - OOB,-25,,,-25,SCST D44,,,,-2,,,L,R,,,,,,NCCR 19 (RWR); SCST D44 (LLB),,,,,,,,,,LLB (3); LILB (3); RLB (4),,C,C,NCCR 19,LWR^; SLWR; HB; TE-R; RWR^,2x2,,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 86,NCCR 04 (QB); NCCR 10 (SLWR); NCCR 12 (LWR); NCCR 13 (HB); NCCR 19 (RWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 86 (TE-R),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (-1.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 86 (0.0),DRIVE START,3R,NCCR,NCCR 12; NCCR 19,,,,3,,,,,,,,,,,,,,,,,,,,,,-23,JET SWEEP RIGHT,,JET SWEEP RIGHT,SCST D44,,,0,,,NCCR 04,0,,,0,,HB,HB (-7),L,1; NCCR 13 (HB),,,,TRICK,MISDIRECTION,R,,0,NCCR 10* (L:R{L}),,,SCST D44,,SCST D44,,R,,,,LWR^(-14.5); SLWR(-12.5); RWR^(+7.5),,0,21
5058545,24167,2023-09-02,2023,01,400279,480,1,2,06:05,1,,0,0,0,2,2,4,0,,,,0,0,0,0,0,,0,5058482,5058611,,0.00,0,,18,0,,,0,0,,4,0,0,NCCR 13,7; SCST D01 (00); SCST D08 (16); SCST D11 (25); SCST D43 (32); SCST D92 (26); SCST D98 (19); SCST D99 (12),,,,,LCB (3); FSR (11); SCBR (4); RCB (9),LLB (00); LEO (12); LILB (16); DLT (19); RILB (25); DRT (26); REO (32),4-3-4,SCST D00 (FSR); SCST D01 (LLB); SCST D08 (LILB); SCST D11 (RILB); SCST D16 (RCB); SCST D25 (LCB); SCST D43 (REO); SCST D44 (SCBR); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D08 (0.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D44 (0.0); SCST D92 (-0.5); SCST D98 (0.0); SCST D99 (0.0),,1G,SCST,12,,LEO (12); DLT (19); DRT (26); REO (32),,PUNT,-29,3,PUNT - OOB,-25,,,-23,SCST D08,,,,4,,,R,L,,,,,,NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); SCST D08 (LILB); SCST D11 (RILB); SCST D92 (DRT),,,,,,,,,,LLB (2); LILB (4); RILB (4),,C,C,NCCR 52; NCCR 75; SCST D92,LWR^; SLWR; HB-L; FB-R; RWR^,2x1,TE>FB-R,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 35,NCCR 04 (QB); NCCR 10 (SLWR); NCCR 12 (LWR); NCCR 13 (HB-L); NCCR 19 (RWR); NCCR 35 (FB-R); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 35 (0.0); NCCR 50 (0.0); NCCR 52 (-0.5); NCCR 75 (-0.5); NCCR 76 (+0.5); NCCR 79 (0.0),NCCR 35,3R,NCCR,NCCR 12; NCCR 19,,,,3b,,,,,,,LWR 6(6); SLWR 6(5); HB-L r; FB-R r; RWR r,6; 6; -; -; -,NCCR 12 6(6); NCCR 10 6(5); NCCR 13 r; NCCR 35 r; NCCR 19 r,,,,,,,,,,,,,-27,LG,,LG,NCCR 76,,,0,,,NCCR 04,0,,,0,,HB-L; FB-R,HB-L (-5); FB-R (-4),R,2; NCCR 13 (HB-L); NCCR 35 (FB-R),,,,INSIDE ZONE,SPLIT,R,,0,,S,,SCST D08,,SCST D08,SCST D11,,,,,LWR^(-15.5); SLWR(-7.5); RWR^(+16.5),,1,14
5058611,24167,2023-09-02,2023,01,400279,506,1,3,05:29,0,,0,0,0,,,,0,,,,0,1,0,0,0,-5,0,5058545,5058643,,0.00,0,,19,0,,,0,0,,,0,0,,6; SCST D08 (16); SCST D11 (24); SCST D43 (35); SCST D92 (27); SCST D98 (19); SCST D99 (09),,,,,LCB (2); FSL (14); SCBiR (6); SCBoR (7); RCB (8),LEO (09); LILB (16); DLT (19); RILB (24); DRT (27); REO (35),4-2-5,SCST D00 (SCBoR); SCST D01 (FSL); SCST D04 (SCBiR); SCST D08 (LILB); SCST D11 (RILB); SCST D16 (RCB); SCST D25 (LCB); SCST D43 (REO); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D04 (0.0); SCST D08 (0.0); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D92 (0.0); SCST D98 (0.0); SCST D99 (0.0),,,SCST,8,,LEO (09); DLT (19); DRT (27); REO (35),,,,,,,,,-27,,,,,-5,,,C,C,,,,,,NCCR 12 (RWR),,,,,,,,,,LILB (4); RILB (6),,,,NCCR 12,LWR; SLoWR; SLiWR^; HB-R; RWR^,3x1,TE>SLiWR,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 86,NCCR 04 (QB); NCCR 10 (SLoWR); NCCR 12 (RWR); NCCR 13 (HB-R); NCCR 19 (LWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 86 (SLiWR),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (-1.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 86 (0.0),,,NCCR,NCCR 12; NCCR 86,,,,,,,,,,,,,,,,,,,,,,,NCCR 12 FST,,,-22,,,,,SCST D25 > NCCR 12,,0,,,NCCR 04,0,,,0,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,,,X,,0,NCCR 13* (B:B),S,,,,,,,,,,LWR(-19.5); SLoWR(-11.5); SLiWR^(-6.5); RWR^(+17.5),,0,13
5058643,24167,2023-09-02,2023,01,400279,533,1,3,05:11,0,,0,0,0,2,3,7,0,,,,0,0,0,0,0,,0,5058611,5058700,,0.00,0,,20,0,,,0,0,,0,0,0,NCCR 13,6; SCST D08 (10); SCST D11 (31); SCST D43 (33); SCST D92 (25); SCST D98 (19); SCST D99 (10),,,,,LCB (7); SSL (9); FSR (13); SCBoR (6); RCB (8),LLB (10); LEO (10); SSL (11); DLT (19); DRT (25); RLB (31); REO (33),4-2-5,SCST D00 (SCBoR); SCST D01 (SSL); SCST D04 (FSR); SCST D08 (LLB); SCST D11 (RLB); SCST D16 (RCB); SCST D25 (LCB); SCST D43 (REO); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),SCST D00 (0.0); SCST D01 (0.0); SCST D04 (0.0); SCST D08 (-0.5); SCST D11 (0.0); SCST D16 (0.0); SCST D25 (0.0); SCST D43 (0.0); SCST D92 (-0.5); SCST D98 (-0.5); SCST D99 (-1.0),,2A,SCST,13,,LEO (10); DLT (19); DRT (25); REO (33),,PUNT,-29,3,PUNT - OOB,-25,,,-22,,,,,7,,,C,C,,,,,,NCCR 50 (RG); NCCR 76 (LG); NCCR 79 (RT); NCCR 86 (SLiWR); SCST D08 (LLB); SCST D92 (DRT); SCST D98 (DLT); SCST D99 (LEO),,,,,,,,,,LLB (4); RLB (2),,C,C,SCST D08; SCST D92; SCST D98; SCST D99,LWR^; SLoWR; SLiWR; HB-R; RWR^,3x1,TE>SLiWR,3-0-1-1,11,NCCR 10; NCCR 12; NCCR 13; NCCR 19; NCCR 86,NCCR 04 (QB); NCCR 10 (SLoWR); NCCR 12 (RWR); NCCR 13 (HB-R); NCCR 19 (LWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 86 (SLiWR),NCCR 04 (0.0); NCCR 10 (0.0); NCCR 12 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 50 (+0.5); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (+0.5); NCCR 79 (+0.5); NCCR 86 (+1.0),,2A,NCCR,NCCR 12; NCCR 19,,,,3,,,,,,,,,,,,,,,,,,,,,,-29,RG,,RG,NCCR 50; NCCR 76; NCCR 79; NCCR 86,,,0,,,NCCR 04,0,,,0,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),,,,INSIDE ZONE,SPLIT,R,,0,NCCR 86* (R:Lx),S,,,,,,,,,,LWR^(-17.5); SLoWR(-11.5); SLiWR(+1.5); RWR^(+18.5),,0,8
5058700,24167,2023-09-02,2023,01,400279,559,1,4,04:19,0,,0,0,0,,,,0,,,,0,1,0,0,0,-5,0,5058643,5058731,,0.00,0,,21,0,,,0,0,,,0,0,,,,,,,,,,SCST 19 (VL); SCST 86 (PR); SCST D00 (PDL2); SCST D01 (PDR2); SCST D03 (PDR3); SCST D08 (PDL4); SCST D16 (PDR1); SCST D21 (PDL1); SCST D27 (PDL3); SCST D28 (VR); SCST D56 (PDR4),SCST 19 (0.0); SCST 86 (0.0); SCST D00 (0.0); SCST D01 (0.0); SCST D03 (0.0); SCST D08 (0.0); SCST D16 (0.0); SCST D21 (0.0); SCST D27 (0.0); SCST D28 (0.0); SCST D56 (0.0),,,SCST,6,,,,,,,,,,,-29,,,,,-5,,,C,C,,,,,,NCCR S44 (P),,,,,,,,,,,,,,,,,,,,,NCCR 56 (PPRi); NCCR 86 (PRG); NCCR D09 (PLT); NCCR D12 (GL); NCCR D25 (PLG); NCCR D29 (GR); NCCR D43 (PRT); NCCR D53 (PPL); NCCR D96 (PPRo); NCCR S44 (P); NCCR S54 (PLS),NCCR 56 (0.0); NCCR 86 (0.0); NCCR D09 (0.0); NCCR D12 (0.0); NCCR D25 (0.0); NCCR D29 (0.0); NCCR D43 (0.0); NCCR D53 (0.0); NCCR D96 (0.0); NCCR S44 (0.0); NCCR S54 (0.0),,,NCCR,NCCR 86; NCCR D09; NCCR D12; NCCR D25; NCCR D29; NCCR D43; NCCR S54,,,,,,,,,,,,,,,,,,,,,,,NCCR S44 DOG,,,-24,,,,,,,0,,,,0,,,0,,L,,,,,,SCST 86,,,,,0,,,,,,,,,,,,,,0,0
